age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
Mid-adult,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Young-adult,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Middle,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,Doctorate,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,Full-time,<=50K
Middle-age,Federal-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Middle,<=50K
Middle-age,Federal-gov,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,Insanity,<=50K
Young-adult,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,Insanity,<=50K
Mid-adult,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Federal-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,Full-time,<=50K
Young-adult,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,Middle,<=50K
Middle-age,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS,Widowed,Other-service,Not-in-family,Black,Female,Full-time,<=50K
Middle-age,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS,Never-married,Sales,Other-relative,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Female,Full-time,>50K
Mid-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Insanity,>50K
Young-adult,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Partner,White,Female,Middle,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Female,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Prof-school,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,>50K
Middle-age,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Female,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Doctorate,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Middle-age,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Young-adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,Black,Female,Full-time,>50K
Middle-age,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Partner,Asian-Pac-Islander,Male,Middle,>50K
Middle-age,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Insanity,>50K
Middle-age,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,Amer-Indian-Eskimo,Male,Full-time,>50K
Middle-age,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Tech-support,Partner,White,Male,Part-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Insanity,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Senior,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Female,Middle,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,Black,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Middle,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Middle,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Female,Part-time,>50K
Middle-age,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Female,Middle,>50K
Mid-adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Senior,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,Asian-Pac-Islander,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Senior,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS,Married-civ-spouse,Craft-repair,Partner,White,Female,Middle,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Insanity,>50K
Middle-age,State-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Partner,Black,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Partner,White,Female,Part-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,>50K
Middle-age,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Middle,>50K
Mid-adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Female,Middle,>50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Part-time,>50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Mid-adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Male,Insanity,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Female,Part-time,>50K
Middle-age,Self-emp-inc,Middle,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-inc,Masters,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Doctorate,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Female,Part-time,>50K
